Ticker,Description,Price,Change %,Technical Rating,Volume,Change from Open %,Volume*Price,Market Capitalization,Number of Employees,Sector,Industry,"Change 1M, %","Change 1W, %",Exchange
GLAXF,GSK plc,18.05,0,Buy,4160,-5.24934383,75088,73470700956.98999,90096,Health Technology,Pharmaceuticals: Major,9.52669903,3.51907504,OTC
DWHHF,Deutsche Wohnen SE,22.4,2.75229358,Sell,3347,0,74972.8,8891389385.9284,,Finance,Real Estate Development,21.60694897,2.75229358,OTC
LGGNF,Legal & General Group Plc,3.1,0.9771987,Buy,23958,-4.96627836,74269.8,18407247013.309772,15104,Finance,Multi-Line Insurance,1.63934426,-0.95846645,OTC
HRSHF,HAIER SMART HOME CO LTD.,3.071,-6.93939394,Neutral,24060,-0.96742986,73888.26,29693798750.873962,104874,Consumer Durables,Electronics/Appliances,-4.92260062,-6.93939394,OTC
UNLRY,PT Unilever Indonesia Tbk,5.91,-1.33555927,Sell,12463,0,73656.33,11280192000,4949,Consumer Non-Durables,Household/Personal Care,5.53382975,5.53382975,OTC
GNGBY,Getinge Industrier AB,23.21,0.73784722,Buy,3141,-0.04306632,72902.61,6340927110.730399,10729,Health Technology,Medical Specialties,0.30250648,-4.28865979,OTC
SALRY,Salmar ASA,9.01,1.578354,Buy,8049,0.55803571,72521.49,5239971877.083,1961,Consumer Non-Durables,Food: Meat/Fish/Dairy,2.85388128,2.0385051,OTC
HKHHF,Heineken Holding N.V.,77,-1.15532734,Buy,935,-0.12970169,71995,22156783358.623974,,Consumer Non-Durables,Beverages: Alcoholic,3.60602799,3.60602799,OTC
AGESY,ageas SA/NV,44.45,2.41935484,Strong Buy,1617,-0.08990784,71875.65,8274789401.950798,10101,Finance,Multi-Line Insurance,10.24305556,3.06051472,OTC
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,23.09,-2.40912933,Strong Sell,3107,-2.16101695,71740.63,13054771895,1900,Communications,Wireless Telecommunications,-3.46989967,-2.81986532,NASDAQ
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",17.05,-1.98107459,Strong Sell,4177,-1.35956031,71217.85,5431395893,2440,Finance,Property/Casualty Insurance,-0.92969204,-4.42825112,NASDAQ
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,22.225,-0.33632287,Sell,3203,-0.29161059,71186.675,20991783655,,Finance,Major Banks,-1.65929204,-2.08647229,NASDAQ
NTOIF,Neste OYJ,51,2.12254706,Buy,1392,-1.83812915,70992,39166441927.70005,4845,Energy Minerals,Oil Refining/Marketing,1.25074449,2.12254706,OTC
LDSVF,Lindt & Sprungli AG,10050,-1.12768548,Sell,7,0.446964,70350,23881942352.279263,14000,Consumer Non-Durables,Food: Specialty/Candy,-2.08205317,-3.79230718,OTC
GIFLF,Grifols Sa,10.22,-5.893186,Sell,6880,0,70313.6,6237911866.89107,23245,Health Technology,Pharmaceuticals: Major,-1.05240737,-5.893186,OTC
IPSEY,Ipsen S.A.,28.93,3.10049893,Strong Buy,2430,2.99038804,70299.9,8957521805.5362,5744,Health Technology,Pharmaceuticals: Major,2.84393886,3.10049893,OTC
FHN/PD,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series D",24.48,-1.05092967,Buy,2843,-0.88828069,69596.64,13140957586,7867,Finance,Regional Banks,2.08507089,-1.01091791,NYSE
BHPLF,BHP Group Limited,31.694,0.37688044,Strong Buy,2185,-2.48,69251.39,160528576369.52747,,Non-Energy Minerals,Steel,3.49399164,0.60948511,OTC
JARLF,Jardine Matheson Holdings Ltd.,49.3,0.6122449,Buy,1403,-0.1963682,69167.9,14288331152.649155,400000,Retail Trade,Specialty Stores,1.96483971,1.23203285,OTC
GIKLY,Grifols Sa,5.05,-14.76793249,Sell,13690,-7.84671533,69134.5,6564166864.793399,23245,Health Technology,Pharmaceuticals: Major,-0.98039216,-2.91262136,OTC
KAKZF,JSC Kaspi.kz Global,74,26.4957265,Strong Buy,934,0,69116,13770863791.14681,,Finance,Finance/Rental/Leasing,26.4957265,26.4957265,OTC
CLPBF,Coloplast AS,120.36,0.59339741,Buy,574,0,69086.64,25612686972.68166,14572,Health Technology,Medical Specialties,0.59339741,0.59339741,OTC
LYSCF,Lynas Rare Earths Limited,5.72,-0.20935101,Neutral,12049,-1.03806228,68920.28,5177016779.877934,,Non-Energy Minerals,Other Metals/Minerals,-4.18760469,-7.14285714,OTC
CLPHF,CLP Holdings Ltd.,6.92,-6.67565745,Sell,9946,0,68826.32,17483038256.997337,8116,Utilities,Electric Utilities,-2.67229255,-6.67565745,OTC
CMAKY,"China Minsheng Banking Corp., Ltd.",3.34,9.07903331,Buy,20338,0.3003003,67928.92,21092637817.61526,60232,Finance,Regional Banks,15.57093426,9.07903331,OTC
WEGRY,Weir Group PLC,10.67,3.09178744,Buy,6321,2.89196825,67445.07,5399779959.2919,11994,Producer Manufacturing,Trucks/Construction/Farm Machinery,-0.28037383,-0.83643123,OTC
YRAIF,Yara International ASA,42.96,-6.44599303,Sell,1565,0,67232.4,10943013138.403145,17800,Process Industries,Chemicals: Agricultural,-8.67346939,-6.44599303,OTC
PPCCY,"PICC Property and Casualty Co., Ltd.",24.26,-1.46222583,Sell,2753,-1.01999184,66787.78,21960706812.725185,171508,Finance,Property/Casualty Insurance,-3.95882819,1.12546895,OTC
GS/PC,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C",19.07,-0.26150628,Sell,3453,-0.26150628,65848.71,121617228927,43900,Finance,Investment Banks/Brokers,-2.004111,-1.75167439,NYSE
UNLYF,"Unilever, PLC",51.3125,1.96731085,Strong Buy,1273,-0.81589497,65320.8125,129613286268.43718,148000,Consumer Non-Durables,Household/Personal Care,4.12188197,0.12195122,OTC
CAJFF,"Canon, Inc.",22.595,-0.15466195,Sell,2881,0,65096.195,22945561755.981895,184034,Electronic Technology,Computer Peripherals,-0.15466195,-0.15466195,OTC
SCBFF,Standard Chartered PLC,7.11,3.49344978,Strong Buy,9153,0,65077.83,20581086735.706177,81957,Finance,Major Banks,-3.85395538,-3.91891892,OTC
ACSAY,ACS Actividades De Construccion Y Servicios SA,5.67,0.58541778,Buy,11440,-0.17605634,64864.8,7337298516.865199,122502,Industrial Services,Engineering & Construction,1.06951872,-0.70052539,OTC
ROHCY,Rohm Co. Ltd.,39.0258,1.89503916,Buy,1649,0.07898449,64353.5442,7687497269.624399,23401,Electronic Technology,Semiconductors,-2.50861854,-3.32970027,OTC
CIHHF,"China Merchants Bank Co., Ltd.",5.18,5.69271577,Sell,12280,0,63610.4,127780286211.96783,103669,Finance,Regional Banks,-0.95602294,-0.95602294,OTC
AHEXF,Adecco Group AG,33.765,0.38351766,Sell,1882,0,63545.73,5602661347.012054,33000,Commercial Services,Personnel Services,-2.28903808,0.38351766,OTC
AMOV,"America Movil, S.A.B. de C.V.",18.16,-0.65645514,Sell,3485,-1.11625374,63287.6,58156596645.88884,181205,Communications,Wireless Telecommunications,-6.1498708,-3.14666667,NYSE
WTCHF,Wisetech Global,36.79,-5.07031351,Buy,1700,0,62543,11958797880.62299,2000,Technology Services,Packaged Software,-5.07031351,-5.07031351,OTC
TOTDY,Toto Ltd.,34.92,-0.85178876,Buy,1757,-0.8095441,61354.44,5945165855.543496,34614,Producer Manufacturing,Building Products,4.14554131,-1.75833451,OTC
CDEVY,"City Developments, Ltd.",5.98,0.84317032,Buy,10208,-0.91135046,61043.84,5491922111.5745,408,Finance,Real Estate Development,-2.76422764,-2.76422764,OTC
BAIDF,BAIDU INC,15.12,-0.98231827,Buy,4028,-4.77090222,60903.36,42763007518.06829,45500,Technology Services,Internet Software/Services,11.34020619,-2.57731959,OTC
SCBGF,SIG GROUP AG,22.8,2.01342282,Strong Buy,2670,1.64957646,60876,8715632686.96143,5900,Producer Manufacturing,Industrial Machinery,5.9602649,3.16742081,OTC
IFJPY,Informa Plc.,15.25,1.19442601,Strong Buy,3981,-0.84525358,60710.25,10888969853.7594,,Technology Services,Internet Software/Services,2.41773002,-0.19633508,OTC
GWLIF,"Great-West Lifeco, Inc.",22.29,-1.63326728,Strong Sell,2715,-1.2278937,60517.35,20769297105.270935,28000,Finance,Multi-Line Insurance,-6.4231738,-5.79434512,OTC
SMAWF,Siemens AG,140.15,1.4036611,Buy,431,0.50197203,60404.65,112450112448.2509,311000,Health Technology,Medical Specialties,3.6612426,0.19732045,OTC
BIO.B,"Bio-Rad Laboratories, Inc.",404.66,3.45127314,Sell,148,0,59889.68,12010245896.075314,7900,Health Technology,Medical Specialties,13.87325529,3.45127314,NYSE
KDDIF,KDDI Corp.,29.6,-0.20229265,Buy,2016,-0.40711955,59673.6,64714344140.62639,48829,Communications,Wireless Telecommunications,3.60518026,-1.78512177,OTC
ERIXF,Ericsson (L.M.) Telephone Co.,6.466,2.63492063,Buy,9156,0,59202.696,21615464754.47245,101322,Electronic Technology,Telecommunications Equipment,2.63492063,4.21804233,OTC
IPXHF,Inpex Corp.,10.34,-2.91079812,Strong Sell,5694,0,58875.96,13792775256.606379,3189,Energy Minerals,Integrated Oil,-8.49557522,-6.08537693,OTC
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobr?!s,8.66,-1.47895336,Strong Sell,6742,0.11560694,58385.72,18892257365.93,12126,Utilities,Electric Utilities,-8.26271186,-4.62555066,NYSE
EDVMF,ENDEAVOUR Mining PLC.,20.94,-1.69014085,Neutral,2772,3.66285315,58045.68,5149884627.836274,,Non-Energy Minerals,Precious Metals,0.33540968,-3.86425302,OTC
MALRY,Mineral Resources Ltd.,60.71,0.01647446,Buy,952,-0.21367521,57795.92,11589491634.13909,3863,Non-Energy Minerals,Steel,2.20538721,-0.06584362,OTC
MRAAF,Murata Manufacturing Inc.,53.5,1.71102662,Neutral,1078,0.3375844,57673,34231049591.06261,77581,Electronic Technology,Electronic Production Equipment,-1.74471993,-3.77697842,OTC
DBSDF,DBS Group Holdings Ltd.,24.5,0,Neutral,2345,-0.12229923,57452.5,62920072214.04611,33000,Finance,Major Banks,-4.59501558,-2.77777778,OTC
CHEOF,CochLear Ltd.,140.25,-0.97087379,Neutral,408,0.17857143,57222,9225843528.88873,4500,Health Technology,Medical Specialties,-1.49253731,-5.03597122,OTC
NPSCY,Nippon Steel Corporation,16.62,-0.47904192,Buy,3415,-0.4492363,56757.3,15327541865.936005,106528,Non-Energy Minerals,Steel,4.0701315,2.84653465,OTC
SHMDF,Shimano Inc.,166.6,-4.8,Neutral,340,0,56644,15128838824.462915,13179,Consumer Durables,Motor Vehicles,-4.8,-4.8,OTC
WEBNF,Westpac Banking Corp. Ltd.,15.7,-1.99750312,Neutral,3604,-0.569981,56582.8,54899198565.58873,37476,Finance,Major Banks,-1.65988099,-1.93628982,OTC
DSKYF,"Daiichi Sankyo Co., Ltd.",32.18,0.94102886,Buy,1743,0.62539087,56089.74,61680217570.80437,16458,Health Technology,Pharmaceuticals: Major,-3.42136855,-0.15513497,OTC
DIFTY,DAITO TRUST CONSTRUCTION CO SPON ADR EACH REPR 0.25 ORD,26,-0.38314176,Neutral,2139,-1.32827324,55614,7194702774.065814,17650,Finance,Real Estate Development,-3.7037037,-1.88679245,OTC
INGVF,ING Groep N.V.,11.97,2.20286885,Buy,4639,1.15777909,55528.83,44107492372.60173,,Finance,Major Banks,-0.13348907,2.34268126,OTC
TMRAF,Tomra Systems A/S/A,20,3.0922521,Buy,2768,0,55360,5915005404.84226,4610,Producer Manufacturing,Miscellaneous Manufacturing,8.10810811,3.0922521,OTC
DBOEF,Deutsche Boerse AG,180.3499,1.03635854,Buy,305,-0.98825144,55006.7195,33098038902.563168,10200,Finance,Investment Banks/Brokers,-2.51356757,-4.38706428,OTC
SKHSF,Sekisui House Ltd.,17.816,-1.39473102,Neutral,3072,-0.3133393,54730.752,12021456915.04234,28821,Finance,Real Estate Development,-1.86184863,-2.91008174,OTC
FRFFF,Fairfax Financial Holdings Ltd.,13.92,0.14388489,Sell,3911,0,54441.12,15380524391.0049,39040,Finance,Property/Casualty Insurance,0.14388489,0.14388489,OTC
WOLWF,Woolworths Group Limited,23.44,-0.74105441,Neutral,2321,-0.09376865,54404.24,28394653519.607544,198000,Retail Trade,Food Retail,12.01911589,-0.74105441,OTC
FRCOF,Fast Retailing Co. Ltd.,610.0001,0.49425041,Buy,89,-0.8170237,54290.0089,62317728798.17117,57576,Retail Trade,Apparel/Footwear Retail,7.77386926,7.77386926,OTC
BESVF,BE Semiconductor Industries N.V.,65.45,28.78787879,Strong Buy,822,0,53799.9,5283423841.112975,1645,Producer Manufacturing,Industrial Machinery,28.78787879,28.78787879,OTC
GOFPY,Greek Organisation of Football Prognostics SA,6.57,-3.68122444,Neutral,8126,-2.66666667,53387.82,5070666791.3142,1612,Consumer Services,Movies/Entertainment,-0.11402509,-6.34354954,OTC
KBCSF,KBC Group SA,58.72,-1.64154104,Neutral,906,-0.13605442,53200.32,24479385164.05987,37194,Finance,Regional Banks,6.76363636,0.80686695,OTC
VLYPP,Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,24.9,0.4842615,Buy,2135,0.52482842,53161.5,5919309844,3370,Finance,Major Banks,2.55354201,1.9238641,NASDAQ
CPYYY,Centrica Plc,4.475,-0.33407572,Buy,11859,0.22396417,53069.025,6568057338.203401,21504,Utilities,Gas Distributors,-1.86403509,-2.92841649,OTC
HGKGF,Power Assets Holdings Ltd.,5.345,1.03969754,Sell,9906,0,52947.57,11390757007.734135,13,Utilities,Electric Utilities,-17.01856797,-17.01856797,OTC
FHN/PB,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series B",25.18,1.12449799,Buy,2090,-0.27683278,52626.2,13140957586,7867,Finance,Regional Banks,0.92184369,0.3187251,NYSE
HLMAF,Halma PLC,26.1,3.90127389,Neutral,2009,0,52434.9,9886026508.86076,7779,Electronic Technology,Electronic Equipment/Instruments,1.83378853,-7.70862801,OTC
YACAF,Yancoal Australia Ltd,3.964,0.35443038,Strong Buy,13166,0.35443038,52190.024,5234221508.601044,3196,Energy Minerals,Coal,-0.9,-0.70140281,OTC
UNCFF,UniCredito Spa,12.9,-0.38610039,Buy,4025,-2.27272727,51922.5,25861893308.42778,87165,Finance,Major Banks,-4.11203282,-0.38610039,OTC
VLKAF,Volkswagen AG,186.73,-0.19247411,Sell,278,-0.19242076,51910.94,84839830000.999,672789,Consumer Durables,Motor Vehicles,-3.37386805,-3.94053192,OTC
RTNTF,Rio Tinto Ltd.,78.25,2.154047,Strong Buy,662,0.32823038,51801.5,117062740485.70758,49345,Non-Energy Minerals,Other Metals/Minerals,4.20273258,6.17367707,OTC
BCVVF,BOC Aviation Ltd.,7.985,1.65499682,Strong Buy,6465,2.43745991,51623.025,5541672228.655636,186,Finance,Finance/Rental/Leasing,1.65499682,1.65499682,OTC
TKGSY,"Tokyo Gas Co., Ltd.",9.3,1.4176663,Strong Buy,5549,0.43196544,51605.7,8052094939.361058,16697,Utilities,Gas Distributors,2.42290749,1.63934426,OTC
KPCPY,KASIKORNBANK Public Co. Ltd.,16.2525,0.44808405,Buy,3156,-0.68744271,51292.89,9761226071.774588,,Finance,Regional Banks,-0.7480916,-1.32477672,OTC
SVNLF,Svenska Handelsbanken AB PUBL,9.872,0.98199673,Buy,5100,0.24370431,50347.2,19618544260.778797,10793,Finance,Major Banks,0.69359445,-0.48387097,OTC
ICTEF,"International Container Terminal Services, Inc.",3.285,-3.09734513,Buy,15256,-0.30349014,50115.96,6650055433.963374,9468,Transportation,Other Transportation,-7.20338983,-3.09734513,OTC
LGRVF,LeGrand SA,83.32,0.20444979,Buy,600,0,49992,22171171036.156216,34244,Electronic Technology,Electronic Equipment/Instruments,3.06740574,0.0900955,OTC
OROVY,Orient Overseas International Ltd.,88.29,-0.35382349,Buy,561,-0.14702556,49530.69,11691896052.792002,10678,Transportation,Marine Shipping,-6.02448111,-1.18634583,OTC
BDOUY,BDO Unibank Inc.,22.2,-3.20470896,Sell,2229,-0.42610451,49483.8,10197207163.79376,38873,Finance,Major Banks,4.12757974,-0.090009,OTC
DPSTF,Deutsche Post AG,39.8,0.63211125,Buy,1235,-0.25037657,49153,49314562558.37929,592263,Transportation,Air Freight/Couriers,1.5622209,-4.18873375,OTC
ENGQF,ENGIE SA,15.16,1.06666667,Buy,3227,-0.78534031,48921.32,36638995490.6257,171474,Utilities,Electric Utilities,1.06666667,0.79854254,OTC
KDSKF,Royal DSM NV,125.79,0.31100478,Sell,388,0.91456077,48806.52,21590435942.190975,21358,Process Industries,Chemicals: Specialty,-1.25598556,-3.16397229,OTC
TSYHY,TravelSky Technology Ltd.,20.24,-2.00445434,Buy,2405,-1.18152524,48677.2,6011136810.24468,6608,Technology Services,Information Technology Services,-0.12829369,2.64732732,OTC
TSGTF,"Tsingtao Brewery Co., Ltd.",9.65,0.11411972,Buy,5000,0,48250,17386511764.969936,32947,Consumer Non-Durables,Beverages: Alcoholic,10.79219288,2.00845666,OTC
SINGY,Singapore Airlines Ltd.,8.08,0.12391574,Buy,5968,0.37641154,48221.44,12031305863.601501,14117,Transportation,Airlines,0.18598884,-0.12360939,OTC
SFBQF,Softbank Group Corp,10.65,0.47169811,Buy,4513,-1.48011101,48063.45,50076996826.17165,49581,Communications,Wireless Telecommunications,-0.28089888,-1.66204986,OTC
WSO.B,"Watsco, Inc.",277.55,-2.60378285,Buy,173,0,48016.15,10557203462.388636,6850,Producer Manufacturing,Building Products,4.45205479,-2.60378285,NYSE
EXPGF,Experian plc,35.44,2.84387696,Buy,1352,-0.72829132,47914.88,32285624541.93851,20600,Commercial Services,Miscellaneous Commercial Services,2.4191614,-2.23448276,OTC
KSRYY,Kose Corp.,22.25,0.50818746,Buy,2148,-0.71396698,47793,6438367611.700273,8612,Consumer Non-Durables,Household/Personal Care,5.75095057,-0.75825156,OTC
DNTUY,Dentsu Group Inc.,30.82,-0.8046347,Sell,1549,-0.70876289,47740.18,7692319705.686805,64832,Commercial Services,Advertising/Marketing Services,-3.55186982,-2.57626047,OTC
ASAZF,Assa Abloy AB,22.75,1.6350965,Buy,2088,-0.78499782,47502,25270161300.279896,51000,Producer Manufacturing,Industrial Machinery,0.59694893,0.08798944,OTC
OCDGF,Ocado Group PLC,8.455,1.86746988,Buy,5610,1.86746988,47432.55,6894496183.917953,19347,Retail Trade,Food Retail,12.06096753,2.79635258,OTC
CSXXY,Carsales.com Ltd.,30.41,0.06581112,Strong Buy,1555,2.82333052,47287.55,5156593306.81768,1700,Technology Services,Internet Software/Services,-0.03287311,-4.5661384,OTC
DLMAF,"Dollarama, Inc.",61.3941,-2.28537323,Buy,769,-0.18842465,47212.0629,17915329799.077183,23350,Retail Trade,Discount Stores,0.79477918,-1.42244701,OTC
BKHYY,Bank Hapoalim B.M.,46.41,4.24528302,Sell,1008,0.37850114,46781.28,12417826943.59217,8535,Finance,Major Banks,-5.67073171,0.84745763,OTC
SLVYY,Solvay S.A.,9.94,2.1058038,Buy,4701,0.10070493,46727.94,10310297787.581398,21606,Process Industries,Chemicals: Specialty,2.4742268,2.15827338,OTC
GCTAY,Siemens Gamesa Renewable Energy,3.66,-2.4,Sell,12734,-0.81300813,46606.44,12937319389.106398,,Producer Manufacturing,Electrical Products,-1.61290323,-0.54347826,OTC
UMGNF,UNIVERSAL MUSIC GROUP,23.62,-0.9539784,Buy,1960,-1.58333333,46295.2,42835171443.95428,9505,Commercial Services,Miscellaneous Commercial Services,0.16963528,-3.59183673,OTC
PRYMF,Prysmian S.P.A.,36.551,6.09900174,Strong Buy,1265,-5.08699039,46237.015,9627079189.47465,29763,Producer Manufacturing,Electrical Products,9.76309238,9.43413174,OTC
HSNGF,Hang Seng Bank Ltd.,15.33,-2.04472843,Sell,3000,-3.356974,45990,29308549716.747253,9396,Finance,Regional Banks,-1.4781491,-1.4781491,OTC
WPPGF,WPP PLC,10.1101,-7.83865087,Neutral,4541,-1.98642753,45909.9641,10778110298.956,109382,Commercial Services,Advertising/Marketing Services,-0.24568328,-0.24568328,OTC
AAUKF,Anglo American plc,38.75,-5.34929165,Buy,1142,0.25873221,44252.5,51831142263.28371,63698,Non-Energy Minerals,Other Metals/Minerals,-5.48780488,-3.96530359,OTC
CLEGF,Coles Group Ltd.,11.378,19.0167364,Buy,3886,0,44214.908,15228218184.803566,120000,Retail Trade,Food Retail,19.51680672,19.0167364,OTC
OLCLF,"Oriental Land Co., Ltd.",144.325,-1.00487002,Sell,304,4.24340917,43874.8,47266745811.46038,9094,Consumer Services,Movies/Entertainment,0.22569444,0.22569444,OTC
APAJF,APA Group Stapled Security,7.261,-0.01377031,Buy,6000,0,43566,8567209998.519214,2000,Utilities,Gas Distributors,-4.5107838,-4.5107838,OTC
ADRZF,Andritz AG,56.9,4.74963181,Strong Buy,765,-0.1754386,43528.5,5649804926.024029,26804,Producer Manufacturing,Industrial Machinery,7.96963947,4.74963181,OTC
RTPPF,Rio Tinto plc,71.11,0.15492958,Buy,610,0.22551092,43377.1,118077477400.30489,49345,Non-Energy Minerals,Other Metals/Minerals,9.57700901,5.67692079,OTC
SOMLF,"Secom Co., Ltd.",60.86,-1.56881773,Sell,705,0,42906.3,13283603219.603252,59745,Commercial Services,Miscellaneous Commercial Services,-2.58971158,-1.56881773,OTC
HWM/P,Howmet Aerospace Inc. $3.75 Preferred Stock,61,0,Sell,703,0,42883,15721057373,19900,Electronic Technology,Aerospace & Defense,-0.01639076,-1.61290323,NYSE ARCA
HXGBF,Hexagon AB,11.438,-0.3441516,Buy,3666,0,41931.708,30861188047.543823,22097,Electronic Technology,Electronic Equipment/Instruments,2.67504488,-1.71428571,OTC
TGOPF,3i Group,16.035,0.8490566,Buy,2610,-0.09345794,41851.35,15507181055.85426,282,Finance,Investment Managers,2.52557545,1.29500948,OTC
GBLBF,Groupe Bruxelles Lambert SA,81,3.11903246,Buy,513,0.37174721,41553,11616524913.326393,257734,Finance,Financial Conglomerates,0.87173101,-0.55260828,OTC
MTLHY,Mitsubishi Chemical Group Corporation,26.32,1.03646833,Buy,1566,-0.3030303,41217.12,7511310481.723825,69784,Process Industries,Chemicals: Major Diversified,3.74458021,1.38674884,OTC
OMVJF,OMV AG,50.14,2.55676007,Buy,819,-0.41708044,41064.66,16396352117.252169,22434,Energy Minerals,Integrated Oil,-2.69745779,-2.86710577,OTC
FSUMF,Fortescue Metals Group Ltd,14.4228,2.82170101,Strong Buy,2841,0,40975.1748,44383345259.08191,11693,Non-Energy Minerals,Steel,10.64672037,6.80707367,OTC
RKUNY,Rakuten Group Inc.,4.81,-0.41407867,Neutral,8511,0.83857442,40937.91,7637361263.74092,28261,Retail Trade,Internet Retail,0.52246604,-3.31658291,OTC
ASRMF,Grupo Aeroportuario del Sureste S.A. de C.V.,25.2,9.89969472,Strong Buy,1618,0,40773.6,7559998847.410515,,Transportation,Other Transportation,9.89969472,9.89969472,OTC
TSGTY,"Tsingtao Brewery Co., Ltd.",48.67,-2.73780975,Buy,837,-0.22550226,40736.79,17314428007.8768,32947,Consumer Non-Durables,Beverages: Alcoholic,4.41965244,-2.13151015,OTC
RYLPF,Royal Phillips NV,14.2006,2.48700924,Sell,2855,-0.36065114,40542.713,12562563298.639881,78189,Health Technology,Medical Specialties,-2.66606267,-6.15516786,OTC
DETNF,Aker BP Asa,29.36,-0.642978,Sell,1376,-2.49086682,40399.36,18556171903.64513,1773,Energy Minerals,Integrated Oil,-13.31561854,-14.65116279,OTC
SBGOF,Standard Bank Group Ltd.,10.4765,29.49938195,Buy,3852,0,40355.478,17254123125.150482,49224,Finance,Regional Banks,29.49938195,29.49938195,OTC
BNPQF,BNP Paribas,55.33,1.53038755,Buy,726,0.23550725,40169.58,68255619438.94857,205771,Finance,Major Banks,-0.26677241,1.71329828,OTC
KPELY,Keppel Corporation Limited,10.86,-1.89701897,Buy,3688,-1.54125113,40051.68,9786724533.397001,16393,Industrial Services,Engineering & Construction,-1.27272727,-3.80868025,OTC
TYHOF,Toyota Tsusho Corp.,38.63,21.24921532,Buy,1033,0,39904.79,13591915043.334904,65218,Non-Energy Minerals,Steel,21.24921532,21.24921532,OTC
AXAHF,AXA,28.81,2.0184136,Buy,1381,0.27845458,39786.61,66805608021.39561,92398,Finance,Multi-Line Insurance,2.23562811,-0.13864818,OTC
STRNY,Severn Trent PLC,33.97,-2.38505747,Neutral,1167,0,39642.99,8431573367.609601,7369,Utilities,Water Utilities,0.05891016,1.67614487,OTC
KLPEF,Klepierre SA,23.7,2.15517241,Strong Buy,1671,1.15236876,39602.7,6660149847.348,1071,Finance,Real Estate Investment Trusts,3.71991247,3.26797386,OTC
CVVTF,Covestro AG,38.05,0.79470199,Neutral,1038,0.21069265,39495.9,7349758673.798744,17909,Process Industries,Chemicals: Specialty,-5.71414412,-4.47858613,OTC
LNGPF,Longfor Group Holdings Ltd.,3.72,28.67519889,Buy,10600,0,39432,22712180273.402035,44065,Finance,Real Estate Development,35.76642336,35.76642336,OTC
SNPTF,Sunny Optical Technology (Group) Co Ltd,12.38,4.03361345,Buy,3181,6.08397601,39380.78,13548283722.973673,24664,Electronic Technology,Electronic Components,7.55864466,8.50131464,OTC
MDIBY,MedioBanca SpA,9.61,0.3131524,Buy,4096,0.41797283,39362.56,7978227382.379999,,Finance,Regional Banks,0.10416667,-0.20768432,OTC
TRATF,Traton SE,15.71,2.14564369,Buy,2500,0,39275,7855000140.623915,97235,Consumer Durables,Motor Vehicles,-0.88328076,-2.42236025,OTC
MGYOY,MOL Magyar Olaj-Es Gazipari RT,3.56,4.24597365,Buy,10863,4.39882698,38672.28,5200654403.421419,24291,Energy Minerals,Integrated Oil,-5.06666667,-4.81283422,OTC
ATGFF,AltaGas Ltd.,17.9501,-0.27722222,Neutral,2141,0.11154427,38431.1641,5053293330.037999,2926,Utilities,Gas Distributors,7.74175735,5.94404769,OTC
CCOEY,Capcom Co. Ltd,15.982,3.10967742,Buy,2393,0.01251564,38244.926,6691320153.066492,3206,Technology Services,Packaged Software,5.28326746,2.31754161,OTC
QBIEY,QBE Insurance Group Ltd.,8.6,-2.82485876,Buy,4447,-1.99430199,38244.2,13010691910.218658,11651,Finance,Property/Casualty Insurance,-1.26291619,-1.26291619,OTC
BAESF,BAE Systems PLC,10.125,-1.60349854,Buy,3777,0.24752475,38242.125,31175261449.763805,82000,Electronic Technology,Aerospace & Defense,2.84408329,0.31208203,OTC
CRARF,Credit Agricole SA,9.9699,2.36036961,Buy,3817,-1.87106299,38055.1083,28679419238.432705,77795,Finance,Regional Banks,0.70606061,-1.0922619,OTC
DELHY,Delivery Hero AG NA,4.145,-3.37995338,Sell,9133,-0.83732057,37856.285,11187030001.785,52007,Retail Trade,Specialty Stores,-3.15420561,-7.47767857,OTC
BKKLY,Bangkok Bank Public Co Ltd.,20.565,-2.53554502,Buy,1840,0.04864996,37839.6,7836611344.2941,,Finance,Regional Banks,-1.31721011,-1.55105558,OTC
YATRF,"Yamato Holdings Co., Ltd.",16.9,1.79496446,Neutral,2234,0,37754.6,6122429345.705174,216873,Transportation,Air Freight/Couriers,1.79496446,1.79496446,OTC
PSTVY,Postal Svgs Bk of China Ltd.,12.1,2.76008493,Buy,3116,-2.34059726,37703.6,60972281456.80103,193946,Finance,Major Banks,-2.18270008,-0.57518488,OTC
PNDZF,Pandora A/S,75.43,10.19722425,Buy,498,0,37564.14,6817312862.182829,22441,Consumer Durables,Other Consumer Specialties,10.19722425,10.19722425,OTC
